id,target
9477,1
9478,0
9479,1
9483,1
9487,0
9494,1
9497,1
9498,0
9506,0
9512,0
9514,0
9515,1
9516,0
9517,0
9518,0
9521,1
9523,1
9527,1
9528,1
9530,1
9532,0
9534,0
9535,0
9536,0
9543,1
9544,0
9545,0
9546,0
9549,1
9558,1
9560,1
9561,0
9570,1
9573,1
9578,1
9584,1
9587,0
9588,0
9599,1
9601,0
9604,1
9614,1
9615,1
9621,0
9622,1
9623,0
9624,1
9626,0
9628,1
9630,1
9631,1
9633,0
9635,0
9637,1
9641,1
9647,1
9648,0
9649,0
9658,0
9662,1
9668,0
9671,0
9676,1
9677,1
9679,0
9682,0
9685,1
9689,0
9692,0
9693,1
9694,0
9696,0
9700,1
9711,1
9713,1
9720,1
9721,0
9725,1
9726,0
9727,0
9735,0
9740,1
9742,1
9743,0
9747,1
9748,1
9751,1
9758,1
9767,0
9768,1
9773,0
9777,1
9781,1
9784,0
9786,1
9789,1
9792,1
9793,1
9798,1
9799,1
9802,0
9803,1
9804,1
9805,1
9807,1
9809,0
9811,1
9814,0
9817,0
9821,0
9824,1
9825,1
9827,0
9839,1
9840,1
9843,1
9844,1
9845,0
9847,0
9848,1
9851,0
9852,0
9855,0
9856,1
9863,1
9867,0
9871,0
9876,1
9879,1
9882,0
9891,1
9892,1
9893,0
9895,0
9899,0
9900,0
9902,1
9903,0
9904,0
9908,1
9913,1
9914,0
9917,0
9922,1
9924,1
9926,0
9927,0
9928,0
9929,0
9936,1
9939,0
9947,1
9951,0
9954,0
9956,1
9957,0
9959,0
9962,1
9964,1
9966,0
9968,1
9969,0
9970,1
9975,1
9977,0
9981,0
9993,1
9996,0
9997,0
9999,1
10002,0
10007,0
10015,0
10019,0
10022,0
10024,1
10026,1
10033,0
10043,1
10046,1
10051,1
10053,0
10062,0
10063,0
10065,1
10068,0
10078,0
10086,1
10094,0
10095,0
10096,0
10097,0
10103,0
10104,1
10108,1
10122,0
10123,0
10128,1
10131,0
10133,1
10134,0
10135,1
10145,1
10148,1
10154,1
10155,0
10158,0
10160,1
10161,1
10162,1
10165,1
10166,0
10167,1
10170,1
10178,1
10180,1
10181,1
10185,1
10188,1
10190,1
10196,1
10200,0
10205,1
10211,0
10216,0
10219,0
10221,1
10225,1
10227,0
10228,0
10230,0
10232,1
10233,0
10235,0
10238,0
10240,1
10242,0
10248,0
10254,1
10257,1
10261,1
10262,0
10266,0
10267,0
10271,1
10277,0
10279,0
10281,0
10282,1
10285,0
10292,1
10298,1
10300,1
10309,0
10311,1
10312,1
10319,0
10324,1
10326,1
10328,0
10343,0
10346,0
10347,0
10353,1
10354,0
10356,0
10357,1
10362,0
10363,1
10370,1
10373,1
10386,0
10388,0
10389,1
10391,0
10397,1
10400,1
10403,0
10404,0
10408,0
10417,0
10425,0
10435,1
10437,0
10438,1
10440,1
10442,0
10447,0
10452,0
10453,1
10454,1
10459,1
10460,0
10463,0
10465,0
10469,0
10474,1
10475,1
10476,1
10477,1
10480,1
10491,0
10493,0
10494,0
10495,1
10497,0
10501,0
10504,1
10507,1
10509,1
10510,0
10512,0
10514,1
10526,1
10528,0
10530,0
10531,0
10532,0
10538,1
10539,0
10542,1
10547,1
10549,1
10556,1
10569,0
10572,1
10577,1
10579,1
10586,0
10594,1
10595,0
10597,0
10602,0
10604,0
10614,1
10617,0
10618,1
10619,0
10624,1
10633,0
10634,0
10635,1
10638,1
10639,1
10642,1
10643,1
10645,1
10646,1
10649,1
10652,1
10653,1
10654,1
10661,1
10664,1
10668,1
10670,1
10674,1
10683,0
10694,1
10697,0
10699,1
10701,1
10703,0
10713,0
10714,1
10716,1
10717,1
10719,0
10725,1
10728,0
10734,0
10738,1
10740,1
10742,1
10756,1
10757,0
10758,1
10761,1
10762,1
10773,1
10778,1
10781,0
10791,1
10792,1
10796,1
10797,1
10801,0
10804,0
10806,1
10807,1
10816,0
10820,0
10828,0
10836,0
10838,0
10845,1
10856,0
10857,0
10858,1
10861,0
10865,0
10868,0
10874,0
10875,0
